NCESSCH,LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR
060453000419,0604530,Ralston Intermediate,06,2675 Ralston Ave.,Belmont,CA,94002,06,06081,San Mateo County,21,37.511754,-122.312046,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0614,06022,06013,2022-2023
060453004019,0604530,Cipriani Elementary,06,2525 Buena Vista,Belmont,CA,94002,06,06081,San Mateo County,21,37.516253,-122.306284,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0614,06022,06013,2022-2023
060453007417,0604530,Sandpiper Elementary,06,801 Redwood Shores Pkwy.,Redwood City,CA,94065,06,06081,San Mateo County,13,37.538011,-122.23623,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0614,06022,06013,2022-2023
060453012574,0604530,Redwood Shores Elementary,06,225 Shearwater Pkwy.,Redwood City,CA,94065,06,06081,San Mateo County,13,37.54365,-122.24612,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0614,06022,06013,2022-2023
060462000422,0604620,Benicia High,06,1101 Military W.,Benicia,CA,94510,06,06095,Solano County,22,38.0653,-122.1747,46700,"Vallejo, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06014,06003,2022-2023
060462000423,0604620,Benicia Middle,06,1100 S.ampton Rd.,Benicia,CA,94510,06,06095,Solano County,22,38.0685,-122.1729,46700,"Vallejo, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06014,06003,2022-2023
060462000424,0604620,Mary Farmar Elementary,06,901 Military W.,Benicia,CA,94510,06,06095,Solano County,22,38.063,-122.1703,46700,"Vallejo, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06014,06003,2022-2023
060462000425,0604620,Liberty High,06,351 E. J St.,Benicia,CA,94510,06,06095,Solano County,22,38.050169,-122.151672,46700,"Vallejo, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06014,06003,2022-2023
060462000427,0604620,Robert Semple Elementary,06,2015 E. Third St.,Benicia,CA,94510,06,06095,Solano County,22,38.0592,-122.147,46700,"Vallejo, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06014,06003,2022-2023
060462002832,0604620,Matthew Turner Elementary,06,540 Rose Dr.,Benicia,CA,94510,06,06095,Solano County,22,38.0857,-122.1596,46700,"Vallejo, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06014,06003,2022-2023
060462009116,0604620,Joe Henderson Elementary,06,650 Hastings Dr.,Benicia,CA,94510,06,06095,Solano County,22,38.0817,-122.1702,46700,"Vallejo, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06014,06003,2022-2023
060462012327,0604620,Community Day,06,426 E. K St.,Benicia,CA,94510,06,06095,Solano County,22,38.049608,-122.149244,46700,"Vallejo, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06014,06003,2022-2023
060465000429,0604650,Strawberry Elementary,06,2311 Horseshoe Dr.,Santa Rosa,CA,95405,06,06097,Sonoma County,12,38.434584,-122.661616,42220,"Santa Rosa-Petaluma, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06010,06002,2022-2023
060465000430,0604650,Yulupa Elementary,06,2250 Mesquite Dr.,Santa Rosa,CA,95405,06,06097,Sonoma County,12,38.429239,-122.673213,42220,"Santa Rosa-Petaluma, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0605,06010,06002,2022-2023
060474000431,0604740,Berkeley Arts Magnet at Whittier,06,1645 Milvia St.,Berkeley,CA,94709,06,06001,Alameda County,12,37.87688,-122.2706,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474000432,0604740,Berkeley High,06,1980 Allston Way,Berkeley,CA,94704,06,06001,Alameda County,12,37.86845,-122.271549,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474000436,0604740,Emerson Elementary,06,2800 Forest Ave.,Berkeley,CA,94705,06,06001,Alameda County,12,37.86105,-122.250396,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474000441,0604740,Ruth Acty Elementary,06,1400 Ada St.,Berkeley,CA,94702,06,06001,Alameda County,12,37.87862,-122.284924,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474000443,0604740,Martin Luther King Middle,06,1781 Rose St.,Berkeley,CA,94703,06,06001,Alameda County,12,37.881672,-122.277199,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474000445,0604740,Sylvia Mendez Elementary,06,2840 Ellsworth St.,Berkeley,CA,94705,06,06001,Alameda County,12,37.857769,-122.262253,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474000446,0604740,Longfellow Arts and Technology Middle,06,1500 Derby St.,Berkeley,CA,94703,06,06001,Alameda County,12,37.858494,-122.279074,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474000447,0604740,Malcolm X Elementary,06,1731 Prince St.,Berkeley,CA,94703,06,06001,Alameda County,12,37.852562,-122.273634,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474000448,0604740,Oxford Elementary at West Campus,06,1222 Univ Ave.,Berkeley,CA,94702,06,06001,Alameda County,12,37.869339,-122.288329,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474000450,0604740,Thousand Oaks Elementary,06,840 Colusa Ave.,Berkeley,CA,94707,06,06001,Alameda County,12,37.89292,-122.280626,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474000452,0604740,Washington Elementary,06,2300 MLK Jr. Way,Berkeley,CA,94704,06,06001,Alameda County,12,37.866675,-122.273122,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474006865,0604740,Rosa Parks Environmental Science,06,920 Allston Way,Berkeley,CA,94710,06,06001,Alameda County,12,37.865426,-122.294702,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474006895,0604740,Cragmont Elementary,06,830 Regal Rd.,Berkeley,CA,94708,06,06001,Alameda County,12,37.89408,-122.26793,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474007267,0604740,Willard Middle,06,2425 Stuart St.,Berkeley,CA,94705,06,06001,Alameda County,12,37.859923,-122.258411,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474008119,0604740,John Muir Elementary,06,2955 Claremont Ave.,Berkeley,CA,94705,06,06001,Alameda County,12,37.857444,-122.244976,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474011300,0604740,Berkeley Technology Academy,06,2701 MLK Jr. Way,Berkeley,CA,94704,06,06001,Alameda County,12,37.859409,-122.271166,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474012843,0604740,Berkeley Special Education Preschool,06,2134 MLK Jr. Way,Berkeley,CA,94704,06,06001,Alameda County,12,37.869235,-122.27332,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060474014650,0604740,Berkeley Independent Study K-8,06,2701 MLK Jr Way,Berkeley,CA,94703,06,06001,Alameda County,12,37.859409,-122.270706,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0613,06015,06009,2022-2023
060480000457,0604800,Brooktree Elementary,06,1781 Olivetree Dr.,San Jose,CA,95131,06,06085,Santa Clara County,11,37.3976,-121.88,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0617,06025,06010,2022-2023
060480000458,0604800,Cherrywood Elementary,06,2550 Greengate Dr.,San Jose,CA,95132,06,06085,Santa Clara County,11,37.3942,-121.8645,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0617,06025,06010,2022-2023
060480000459,0604800,Laneview Elementary,06,2095 Warmwood Ln.,San Jose,CA,95132,06,06085,Santa Clara County,11,37.4141,-121.8712,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0617,06025,06010,2022-2023
060480000460,0604800,Majestic Way Elementary,06,1855 Majestic Way,San Jose,CA,95132,06,06085,Santa Clara County,11,37.4107,-121.858,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0617,06025,06010,2022-2023
060480000461,0604800,Morrill Middle,06,1970 Morrill Ave.,San Jose,CA,95132,06,06085,Santa Clara County,11,37.4112,-121.8703,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0617,06025,06010,2022-2023
060480000462,0604800,Noble Elementary,06,3466 Grossmont Dr.,San Jose,CA,95132,06,06085,Santa Clara County,11,37.3952,-121.8394,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0617,06025,06010,2022-2023
060480000463,0604800,Northwood Elementary,06,2760 E. Trimble Rd.,San Jose,CA,95132,06,06085,Santa Clara County,11,37.4086,-121.8816,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0617,06025,06010,2022-2023
060480000464,0604800,Piedmont Middle,06,955 Piedmont Rd.,San Jose,CA,95132,06,06085,Santa Clara County,11,37.392598,-121.845149,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0617,06025,06010,2022-2023
060480000465,0604800,Ruskin Elementary,06,1401 Turlock Ln.,San Jose,CA,95132,06,06085,Santa Clara County,11,37.4,-121.8566,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0617,06025,06010,2022-2023
060480000466,0604800,Sierramont Middle,06,3155 Kimlee Dr.,San Jose,CA,95132,06,06085,Santa Clara County,11,37.4042,-121.8571,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0617,06025,06010,2022-2023
060480000467,0604800,Summerdale Elementary,06,1100 Summerdale Dr.,San Jose,CA,95132,06,06085,Santa Clara County,11,37.3902,-121.8511,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0617,06025,06010,2022-2023
060480000468,0604800,Toyon Elementary,06,995 Bard St.,San Jose,CA,95127,06,06085,Santa Clara County,11,37.3907,-121.8387,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0617,06025,06010,2022-2023
060480000469,0604800,Vinci Park Elementary,06,1311 Vinci Park Way,San Jose,CA,95131,06,06085,Santa Clara County,11,37.3801,-121.873,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0617,06025,06010,2022-2023
060480010400,0604800,Berryessa Union Elementary,06,1376 Piedmont Rd.,San Jose,CA,95132,06,06085,Santa Clara County,11,37.402218,-121.847413,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0617,06025,06010,2022-2023
060483000470,0604830,Moreno High (Continuation),06,255 S. Lasky Dr.,Beverly Hills,CA,90212,06,06037,Los Angeles County,21,34.062636,-118.410285,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06050,06026,2022-2023
060483000471,0604830,Beverly Hills High,06,241 Moreno Dr.,Beverly Hills,CA,90212,06,06037,Los Angeles County,21,34.061692,-118.412181,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06050,06026,2022-2023
060483000472,0604830,Beverly Vista Middle,06,200 S. Elm Dr.,Beverly Hills,CA,90212,06,06037,Los Angeles County,21,34.063956,-118.394345,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06050,06026,2022-2023
060483000473,0604830,El Rodeo Elementary,06,605 N. Whittier Dr.,Beverly Hills,CA,90210,06,06037,Los Angeles County,21,34.068206,-118.416147,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06050,06026,2022-2023
060483000474,0604830,Hawthorne Elementary,06,624 N. Rexford Dr.,Beverly Hills,CA,90210,06,06037,Los Angeles County,21,34.078986,-118.40392,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06050,06026,2022-2023
060483000475,0604830,Horace Mann Elementary,06,8701 Charleville Blvd.,Beverly Hills,CA,90211,06,06037,Los Angeles County,21,34.065371,-118.382122,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06050,06026,2022-2023
060486000476,0604860,Big Creek Elementary,06,55190 Point Rd.,Big Creek,CA,93605,06,06019,Fresno County,43,37.203912,-119.248963,23420,"Fresno, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0604,06023,06008,2022-2023
060489000477,0604890,Big Lagoon Elementary,06,269 Big Lagoon Park Rd.,Trinidad,CA,95570,06,06023,Humboldt County,43,41.157408,-124.131113,21700,"Eureka-Arcata, CA",2,N,N,N,N,0602,06002,06002,2022-2023
060495000479,0604950,Big Pine Elementary,06,500 S. Main St.,Big Pine,CA,93513,06,06027,Inyo County,43,37.161478,-118.2886,N,N,0,N,N,N,N,0608,06026,06008,2022-2023
060495000480,0604950,Big Pine High,06,500 S. Main St.,Big Pine,CA,93513,06,06027,Inyo County,43,37.161478,-118.2886,N,N,0,N,N,N,N,0608,06026,06008,2022-2023
060498000481,0604980,Big Springs Elementary,06,7405 Highway A-12,Montague,CA,96064,06,06093,Siskiyou County,43,41.624619,-122.40569,N,N,0,N,N,N,N,0601,06001,06001,2022-2023
060501000482,0605010,Big Valley Jr. Sr. High,06,400 Bridge St.,Bieber,CA,96009,06,06035,Lassen County,43,41.121713,-121.139563,45000,"Susanville, CA",2,N,N,N,N,0601,06001,06001,2022-2023
060501000483,0605010,Big Valley Elementary,06,90 First St.,Bieber,CA,96009,06,06035,Lassen County,43,41.123145,-121.141025,45000,"Susanville, CA",2,N,N,N,N,0601,06001,06001,2022-2023
060504000485,0605040,Biggs Elementary,06,300 B St.,Biggs,CA,95917,06,06007,Butte County,42,39.415312,-121.702483,17020,"Chico, CA",1,N,N,N,N,0601,06003,06004,2022-2023
060504000486,0605040,Biggs High,06,3046 Second St.,Biggs,CA,95917,06,06007,Butte County,42,39.416099,-121.70606,17020,"Chico, CA",1,N,N,N,N,0601,06003,06004,2022-2023
060504000487,0605040,Richvale Elementary,06,5236 Church St.,Richvale,CA,95974,06,06007,Butte County,42,39.49516,-121.749084,17020,"Chico, CA",1,N,N,N,N,0601,06003,06004,2022-2023
060519000492,0605190,Bitterwater-Tully Elementary,06,45980 Airline Hwy State Highway 25,King City,CA,93930,06,06069,San Benito County,43,36.376659,-120.997081,41940,"San Jose-Sunnyvale-Santa Clara, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0620,06030,06012,2022-2023
060522000493,0605220,Black Butte Elementary,06,7752 Ponderosa Way,Shingletown,CA,96088,06,06089,Shasta County,42,40.513725,-121.93709,39820,"Redding, CA",1,454,"Redding-Red Bluff, CA",N,N,0601,06001,06001,2022-2023
060522007440,0605220,Black Butte Junior High,06,7946 Ponderosa Way,Shingletown,CA,96088,06,06089,Shasta County,42,40.51868,-121.934265,39820,"Redding, CA",1,454,"Redding-Red Bluff, CA",N,N,0601,06001,06001,2022-2023
060524000362,0605240,Otter Creek Elementary,06,4701 Volcanoville Rd.,Georgetown,CA,95634,06,06017,El Dorado County,42,38.976645,-120.723221,40900,"Sacramento-Roseville-Folsom, CA",1,472,"Sacramento-Roseville, CA",N,N,0604,06005,06001,2022-2023
060524000494,0605240,Georgetown Elementary,06,6530 Wentworth Springs Rd.,Georgetown,CA,95634,06,06017,El Dorado County,42,38.90819,-120.833389,40900,"Sacramento-Roseville-Folsom, CA",1,472,"Sacramento-Roseville, CA",N,N,0604,06005,06001,2022-2023
060524000495,0605240,Golden Sierra Junior Senior High,06,5101 Garden Valley Rd.,Garden Valley,CA,95633,06,06017,El Dorado County,42,38.84966,-120.856284,40900,"Sacramento-Roseville-Folsom, CA",1,472,"Sacramento-Roseville, CA",N,N,0604,06005,06001,2022-2023
060524007650,0605240,Divide High,06,6540 Wentworth Springs Rd.,Georgetown,CA,95634,06,06017,El Dorado County,42,38.911996,-120.829316,40900,"Sacramento-Roseville-Folsom, CA",1,472,"Sacramento-Roseville, CA",N,N,0604,06005,06001,2022-2023
060524007651,0605240,Northside Elementary,06,860 Cave Valley Rd.,Cool,CA,95614,06,06017,El Dorado County,41,38.872756,-121.022071,40900,"Sacramento-Roseville-Folsom, CA",1,472,"Sacramento-Roseville, CA",N,N,0604,06005,06001,2022-2023
060524012774,0605240,American River Charter,06,6620 Wentworth Springs Rd.,Georgetown,CA,95634,06,06017,El Dorado County,42,38.912286,-120.827945,40900,"Sacramento-Roseville-Folsom, CA",1,472,"Sacramento-Roseville, CA",N,N,0604,06005,06001,2022-2023
060525000497,0605250,Blake Elementary,06,19165 Main St.,Woody,CA,93287,06,06029,Kern County,42,35.703707,-118.837197,12540,"Bakersfield, CA",1,N,N,N,N,0623,06026,06016,2022-2023
060528000498,0605280,Benjamin Foxen Elementary,06,4949 Foxen Canyon Rd.,Santa Maria,CA,93454,06,06083,Santa Barbara County,41,34.866611,-120.296255,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,0624,06035,06019,2022-2023
060540000499,0605400,Blue Lake Union Elementary,06,631 Greenwood Ave.,Blue Lake,CA,95525,06,06023,Humboldt County,41,40.88547,-123.991478,21700,"Eureka-Arcata, CA",2,N,N,N,N,0602,06002,06002,2022-2023
060549000500,0605490,Bogus Elementary,06,13735 Ager-Beswick Rd.,Montague,CA,96064,06,06093,Siskiyou County,42,41.92805,-122.36192,N,N,0,N,N,N,N,0601,06001,06001,2022-2023
060552000501,0605520,Bolinas-Stinson Elementary,06,125 Olema-Bolinas Rd.,Bolinas,CA,94924,06,06041,Marin County,42,37.917403,-122.692906,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0602,06010,06002,2022-2023
060558000502,0605580,Bonita Elementary,06,2715 W. Main St.,Santa Maria,CA,93458,06,06083,Santa Barbara County,41,34.9579,-120.5094,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,0624,06035,06019,2022-2023
060558009312,0605580,Adam (William Laird) Elementary,06,500 W. Windsor,Santa Maria,CA,93458,06,06083,Santa Barbara County,12,34.9362,-120.4422,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,0624,06035,06019,2022-2023
060558009313,0605580,Alvin Elementary,06,301 E. Alvin Ave.,Santa Maria,CA,93454,06,06083,Santa Barbara County,12,34.9608,-120.4325,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,0624,06035,06019,2022-2023
060558009314,0605580,Arellanes (Don Juan Bautista) Elementary,06,1890 Sandalwood Dr.,Santa Maria,CA,93455,06,06083,Santa Barbara County,22,34.8956,-120.4829,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,0624,06035,06019,2022-2023
060558009315,0605580,El Camino Junior High,06,219 W. El Camino,Santa Maria,CA,93458,06,06083,Santa Barbara County,12,34.9592,-120.4388,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,0624,06035,06019,2022-2023
060558009316,0605580,Fairlawn Elementary,06,120 N. Mary Dr.,Santa Maria,CA,93458,06,06083,Santa Barbara County,12,34.9543,-120.447,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,0624,06035,06019,2022-2023
060558009317,0605580,Fesler (Isaac) Junior High,06,1100 E. Fesler St.,Santa Maria,CA,93454,06,06083,Santa Barbara County,12,34.9561,-120.4195,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,0624,06035,06019,2022-2023
060558009318,0605580,Tunnell (Martin Luther) Elementary,06,1248 E. Dena Way,Santa Maria,CA,93454,06,06083,Santa Barbara County,12,34.9645,-120.4146,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,0624,06035,06019,2022-2023
060558009319,0605580,Miller (Isaac) Elementary,06,410 E. Camino Colegio,Santa Maria,CA,93454,06,06083,Santa Barbara County,12,34.9412,-120.4309,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,0624,06035,06019,2022-2023
060558009320,0605580,Oakley (Calvin C.) Elementary,06,1120 W. Harding St.,Santa Maria,CA,93458,06,06083,Santa Barbara County,12,34.9667,-120.4515,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,0624,06035,06019,2022-2023
060558009321,0605580,Rice (William) Elementary,06,700 E. Vickie Ave.,Santa Maria,CA,93454,06,06083,Santa Barbara County,12,34.9668,-120.4273,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,0624,06035,06019,2022-2023
060558009322,0605580,Bruce (Robert) Elementary,06,601 W. Alvin Ave.,Santa Maria,CA,93458,06,06083,Santa Barbara County,12,34.9608,-120.4423,42200,"Santa Maria-Santa Barbara, CA",1,N,N,N,N,0624,06035,06019,2022-2023
